id,order_id,quantity,price_charged,menu_item_id
394,132,1,5.19,8
395,132,2,5.29,13
396,133,1,5.19,4
397,133,1,5.29,14
398,133,2,4.99,9
399,133,1,5.29,13
400,134,1,4.79,1
401,135,2,4.99,16
402,135,2,4.89,7
403,135,3,5.09,15
404,135,2,4.99,16
405,135,2,4.89,12
406,136,1,4.89,12
407,136,2,4.99,9
408,136,1,4.99,16
409,136,3,4.89,11
410,137,2,4.99,3
411,137,3,4.89,12
412,137,1,4.89,6
413,137,1,5.29,14
414,137,2,4.99,16
415,138,1,4.99,10
416,139,3,4.89,7
417,139,3,4.99,16
418,139,1,4.99,3
419,140,1,4.99,10
420,140,2,4.99,10
421,140,2,5.29,2
422,140,2,5.19,8
423,141,2,5.19,8
424,142,3,4.99,16
425,142,3,4.89,11
426,142,3,5.19,8
427,142,3,4.89,12
428,142,3,5.09,15
429,143,3,5.49,5
430,143,1,5.19,8
431,144,1,5.49,5
432,145,2,4.99,10
433,145,1,4.79,1
434,145,1,5.29,14
435,145,3,5.29,2
436,146,1,5.29,2
437,146,1,5.29,14
438,146,1,5.09,15
439,147,2,5.09,15
440,147,2,4.89,11
441,147,3,4.89,12
442,147,3,4.89,12
443,147,1,5.29,14
444,148,1,4.99,3
445,148,3,5.19,4
446,149,1,4.89,12
447,149,1,4.99,10
448,149,1,4.89,7
449,149,1,5.29,13
450,150,2,4.99,9
451,150,3,4.89,12
452,151,2,5.29,2
453,151,2,5.29,2
454,152,2,5.09,15
455,153,1,4.99,9
456,153,2,5.29,14
457,153,1,4.99,3
458,153,2,4.89,11
459,153,2,4.99,16
460,154,1,4.79,1
461,155,2,4.99,9
462,156,1,5.29,13
463,156,3,5.29,13
464,157,2,4.99,16
465,157,3,4.89,11
466,157,1,5.49,5
467,157,1,4.89,12
468,158,1,4.89,7
469,158,2,4.99,9
470,159,3,4.89,6
471,159,3,4.99,3
472,160,3,5.29,13
473,160,1,4.89,6
474,161,2,4.99,10
475,161,3,4.99,16
476,161,3,4.89,12
477,161,2,4.89,7
478,161,3,5.19,8
479,162,1,5.29,14
480,163,3,4.99,10
481,164,3,5.49,5
482,165,3,4.89,12
483,165,2,5.19,8
484,166,1,5.09,15
485,166,2,5.09,15
486,167,3,5.09,15
487,167,3,5.09,15
488,167,2,4.89,11
489,168,3,4.89,11
490,169,2,5.29,14
491,170,2,5.19,4
492,170,1,4.99,3
493,170,2,4.89,11
494,170,3,4.79,1
495,170,3,5.29,13
496,171,1,4.89,6
497,171,2,5.19,4
498,171,2,4.89,6
499,172,3,4.99,3
500,172,1,5.19,4
501,172,1,4.99,10
502,173,3,4.99,16
503,173,3,4.89,7
504,173,1,4.89,11
505,173,3,4.99,16
506,173,1,4.99,10
507,174,1,5.19,8
508,174,1,5.29,2
509,174,2,5.29,2
510,174,2,4.89,11
511,175,3,5.19,4
512,176,1,4.99,16
513,177,3,5.19,4
514,177,2,5.29,13
515,178,3,5.19,8
516,178,2,4.89,11
517,179,2,4.99,9
518,179,2,4.89,6
519,180,3,4.79,1
520,180,2,5.29,14
521,181,1,4.89,12
522,182,2,4.89,7
523,182,1,4.99,16
524,183,3,4.79,1
525,183,3,4.89,12
526,183,1,4.89,11
527,183,3,4.99,16
528,184,1,4.99,16
529,184,1,5.29,13
530,184,1,5.29,14
531,184,3,4.79,1
532,185,2,5.29,14
533,185,3,4.99,3
534,185,2,4.99,9
535,185,1,4.99,10
536,185,2,4.99,9
537,186,3,4.99,9
538,186,1,5.09,15
539,186,3,4.89,6
540,186,1,5.09,15
541,186,1,5.29,2
542,187,3,5.49,5
543,187,1,4.89,11
544,187,2,4.99,3
545,187,1,5.49,5
546,187,3,5.09,15
547,188,2,5.09,15
548,189,2,4.89,11
549,189,2,5.19,4
550,189,1,4.99,3
551,189,2,4.99,3
552,190,1,4.89,11
553,190,1,4.99,3
554,190,3,5.29,14
555,190,1,5.19,8
556,191,3,5.19,8
557,191,2,4.99,10
558,191,2,5.29,14
559,191,3,4.99,10
560,191,2,4.79,1
561,192,3,4.89,6
562,192,2,4.99,9
563,192,2,4.99,9
564,192,3,4.89,7
565,193,3,4.79,1
566,193,3,5.09,15
567,193,2,4.89,11
568,194,1,4.99,10
569,195,2,4.99,3
570,195,3,4.79,1
571,195,3,5.49,5
572,195,2,4.99,16
573,195,3,5.29,2
574,196,2,5.19,8
575,196,1,4.99,16
576,196,2,4.99,9
577,197,3,5.49,5
578,198,2,4.99,9
579,199,1,5.29,13
580,199,1,4.89,12
581,199,1,4.89,7
582,199,1,5.09,15
583,199,1,5.29,2
584,200,3,4.99,16
585,200,1,4.89,7
586,200,3,4.79,1
587,200,3,5.29,2
588,200,1,5.19,8
589,201,3,4.99,16
590,201,1,4.89,11
591,201,3,5.49,5
592,201,2,4.89,7
593,201,2,5.29,13
594,202,3,5.29,2
595,202,3,4.99,10
596,203,2,4.89,6
597,203,3,4.89,6
598,203,1,5.19,8
599,203,3,4.79,1
600,203,2,5.29,2
601,204,1,5.49,5
602,204,1,5.29,14
603,204,1,4.99,3
604,204,2,4.79,1
605,204,1,4.99,10
606,205,2,5.09,15
607,205,3,4.89,6
608,205,1,4.89,11
609,205,2,4.99,16
610,205,1,4.89,12
611,206,3,4.99,10
612,206,1,4.99,16
613,207,3,4.99,3
614,208,2,4.99,10
615,209,1,4.99,9
616,210,2,4.89,6
617,210,1,4.89,7
618,210,3,5.29,13
619,211,2,4.99,10
620,211,3,5.29,2
621,211,1,4.99,9
622,211,1,5.49,5
623,212,2,5.19,4
624,212,2,5.19,8
625,212,3,5.19,8
626,213,3,4.99,10
627,213,3,5.29,14
628,213,2,4.99,10
629,214,2,4.89,11
630,214,2,5.09,15
631,215,1,4.89,12
632,215,1,4.99,16
633,215,1,4.89,7
634,215,3,4.89,12
635,215,2,5.29,13
636,216,2,5.19,8
637,217,3,5.09,15
638,217,2,5.29,13
639,217,2,5.19,4
640,218,1,4.99,10
641,218,2,4.99,3
642,218,3,4.89,6
643,218,3,4.89,7
644,219,1,4.99,16
645,220,1,4.99,16
646,221,3,4.89,6
647,221,1,4.79,1
648,221,1,4.99,3
649,222,1,5.29,14
650,222,1,5.09,15
651,222,2,5.29,14
652,222,1,5.19,8
653,223,1,4.99,9
654,223,1,4.99,16
655,223,2,5.19,8
656,223,1,5.49,5
657,223,3,4.99,10
658,224,2,5.09,15
659,224,1,4.89,7
660,224,2,4.89,11
661,225,1,4.89,7
662,225,2,4.99,3
663,225,2,5.29,13
664,225,3,5.19,8
665,225,3,4.89,12
666,226,1,5.09,15
667,227,2,4.89,6
668,227,1,5.09,15
669,227,1,4.99,9
670,227,3,4.89,7
671,227,3,4.99,16
672,228,1,5.29,14
673,229,3,4.89,11
674,230,2,4.89,6
675,230,2,4.99,3
676,230,1,4.99,10
677,231,3,4.89,12
678,231,3,4.89,7
679,231,1,4.89,6
680,231,3,4.79,1
681,232,3,5.29,13
682,232,3,4.79,1
683,233,1,4.99,3
684,233,3,4.99,16
685,233,3,4.99,9
686,233,2,5.49,5
687,234,1,5.49,5
688,234,3,4.99,9
689,235,1,4.99,10
690,235,1,5.19,8
691,235,2,5.09,15
692,235,1,4.99,16
693,235,1,4.89,12
694,236,1,5.29,14
695,236,1,4.89,7
696,236,2,4.99,9
697,236,1,5.09,15
698,237,2,4.89,11
699,237,1,4.99,9
700,237,3,5.49,5
701,237,1,4.89,6
702,237,3,4.99,16
703,238,2,4.89,6
704,238,3,4.99,9
705,238,2,5.49,5
706,238,3,4.89,7
707,239,2,5.29,13
708,239,3,4.99,10
709,239,3,4.99,16
710,239,1,5.29,13
711,239,3,5.29,14
712,240,2,4.99,3
713,240,3,4.99,16
714,240,2,5.49,5
715,240,1,4.99,16
716,241,3,5.29,14
717,241,1,4.89,7
718,241,3,5.19,8
719,241,3,5.09,15
720,241,2,5.49,5
721,242,2,4.99,16
722,242,3,4.79,1
723,243,3,4.79,1
724,244,2,4.79,1
725,244,2,4.79,1
726,245,3,4.99,9
727,245,1,5.29,14
728,245,1,4.99,3
729,246,3,4.99,16
730,246,2,4.99,9
731,246,3,5.19,8
732,247,1,5.09,15
733,247,3,5.49,5
734,247,1,5.19,8
735,247,2,5.49,5
736,247,1,4.89,7
737,248,3,5.29,14
738,249,3,4.99,3
739,249,2,5.29,2
740,249,2,4.89,6
741,249,2,5.29,14
742,249,3,4.89,7
743,250,1,5.29,2
744,251,3,4.89,7
745,251,1,4.99,10
746,251,1,5.49,5
747,252,3,5.19,8
748,253,3,5.29,2
749,253,2,4.99,16
750,253,3,4.79,1
751,253,1,5.29,14
752,253,2,4.89,7
753,254,2,5.49,5
754,254,3,4.79,1
755,254,1,4.89,6
756,255,2,5.19,4
757,255,3,4.99,9
758,255,1,4.89,11
759,255,1,4.99,10
760,256,1,4.99,16
761,257,2,5.29,14
762,257,2,5.09,15
763,257,2,5.09,15
764,258,2,5.29,13
765,258,1,5.49,5
766,259,2,5.09,15
767,259,3,4.89,11
768,259,3,5.29,13
769,259,1,4.89,6
770,260,3,4.89,7
771,260,2,4.99,10
772,260,3,5.29,14
773,260,3,4.99,3
774,261,3,4.99,9
775,261,3,4.89,7
776,262,3,4.99,10
777,262,2,5.19,4
778,262,2,5.19,4
779,262,2,4.79,1
780,262,3,4.89,6
781,263,2,5.29,13
782,263,3,5.29,13
783,263,3,5.49,5
784,263,1,4.89,11
785,263,3,5.19,8
786,264,1,4.99,3
787,264,3,4.89,7
788,264,1,4.99,9
789,264,2,4.89,11
790,264,3,4.89,11
791,265,3,4.99,9
792,265,1,5.29,2
793,265,1,5.29,14
794,265,2,5.19,8
795,265,1,4.89,7
796,266,1,4.89,7
797,266,2,5.19,8
798,266,3,4.79,1
799,267,3,4.79,1
800,267,2,4.89,11
801,267,3,4.99,10
802,268,1,4.99,3
803,268,3,4.99,9
804,268,3,4.89,11
805,269,1,4.99,10
806,269,1,4.89,6
807,269,2,4.89,11
808,269,3,4.99,9
809,269,1,4.99,16
810,270,2,4.89,6
811,270,2,4.99,3
812,271,1,5.29,14
813,271,3,4.89,12
814,272,3,4.99,16
815,272,2,5.09,15
816,272,2,5.19,4
817,273,2,5.29,13
818,274,2,4.89,12
819,274,2,5.19,8
820,274,1,5.09,15
821,274,3,4.99,16
822,275,3,5.19,4
823,276,3,4.99,3
824,276,1,4.99,16
825,277,1,5.29,14
826,277,3,4.89,6
827,278,3,4.89,6
828,279,3,5.09,15
829,279,2,4.89,7
830,279,3,4.99,9
831,279,2,4.79,1
832,280,3,5.29,14
833,280,3,4.99,16
834,280,3,4.89,6
835,281,2,4.99,10
836,281,2,4.99,16
837,281,1,5.49,5
838,281,2,4.99,3
839,282,2,5.19,4
840,282,3,5.29,2
841,282,2,4.99,9
842,282,1,5.49,5
843,283,3,5.49,5
844,284,3,5.19,4
845,284,1,5.49,5
846,284,3,5.09,15
847,284,1,5.49,5
848,285,3,5.29,2
849,285,2,4.89,7
850,285,2,5.09,15
851,285,1,5.19,4
852,286,1,5.29,2
853,287,2,4.89,11
854,287,3,4.99,9
855,287,2,4.89,11
856,288,1,5.19,4
857,288,2,4.99,10
858,289,2,5.49,5
859,290,3,5.29,14
860,290,1,5.19,4
861,290,1,5.49,5
862,290,1,4.99,16
863,290,2,5.09,15
864,291,3,5.29,14
865,291,2,5.49,5
866,291,3,4.89,6
867,292,3,5.19,8
868,292,1,5.29,2
869,293,1,4.99,3
870,293,3,4.99,16
871,294,1,5.09,15
872,294,3,5.49,5
873,294,1,5.19,8
874,294,1,5.29,2
875,295,2,4.89,12
876,295,2,4.99,3
877,295,2,4.99,3
878,295,3,5.29,14
879,296,2,5.19,4
880,296,3,5.49,5
881,296,3,5.19,4
882,296,1,5.09,15
883,297,1,4.89,7
884,297,1,4.99,16
885,298,1,4.99,16
886,298,3,5.19,8
887,298,1,4.89,6
888,299,1,4.89,6
889,299,3,4.89,12
890,300,2,5.29,14
891,300,3,5.29,2
892,300,2,4.99,9
893,301,2,4.79,1
894,302,3,4.99,3
895,303,3,4.89,11
896,303,1,5.19,4
897,304,3,5.19,4
898,304,1,5.49,5
899,304,3,5.49,5
900,304,3,5.29,14
901,305,1,4.89,6
902,305,1,4.89,6
903,305,3,4.99,9
904,305,3,5.19,4
905,305,2,4.89,6
906,306,1,4.89,6
907,307,1,4.79,1
908,307,2,5.29,2
909,307,1,4.89,6
910,307,3,4.89,7
911,307,2,5.09,15
912,308,1,5.19,8
913,308,2,4.89,11
914,309,3,4.89,12
915,309,2,4.99,9
916,309,2,4.99,16
917,309,3,5.29,14
918,310,3,5.49,5
919,310,2,5.29,14
920,310,1,5.29,2
921,310,3,5.19,8
922,310,2,5.09,15
923,311,1,4.89,7
924,312,2,5.29,13
925,312,3,5.19,4
926,312,1,5.29,13
927,312,3,5.19,8
928,312,3,4.89,6
929,313,1,5.19,4
930,313,1,5.19,8
931,313,2,4.89,12
932,313,2,4.89,6
933,314,2,5.29,14
934,314,3,5.09,15
935,314,3,5.09,15
936,315,3,5.49,5
937,315,1,4.99,10
938,316,3,5.29,13
939,316,3,4.99,10
940,316,1,5.19,8
941,317,3,5.49,5
942,317,1,4.89,11
943,317,3,5.09,15
944,317,3,5.19,8
945,317,1,4.79,1
946,318,3,4.99,10
947,318,2,4.99,16
948,319,3,4.89,11
949,319,2,5.19,4
950,319,1,4.79,1
951,319,1,5.49,5
952,319,1,4.89,7
953,320,2,4.89,12
954,320,2,4.99,3
955,320,2,5.29,13
956,320,3,5.29,13
957,320,1,5.29,14
958,321,1,4.79,1
959,321,3,4.89,11
960,321,3,5.19,4
961,322,1,4.89,6
962,322,2,5.29,14
963,322,2,4.89,6
964,322,1,5.29,2
965,323,3,5.49,5
966,323,3,5.19,4
967,323,1,4.89,6
968,324,1,4.89,6
969,324,3,5.09,15
970,324,2,5.19,8
971,324,3,4.99,9
972,324,2,5.29,14
973,325,1,4.99,9
974,325,3,5.19,8
975,325,3,5.29,14
976,325,2,4.89,7
977,325,3,4.89,6
978,326,1,5.29,2
979,326,1,4.99,10
980,327,2,5.49,5
981,327,2,4.99,10
982,327,1,4.89,7
983,327,2,4.89,12
984,327,3,4.99,3
985,328,1,5.29,13
986,328,3,5.19,8
987,328,3,5.29,2
988,329,2,5.49,5
989,330,3,5.19,8
990,330,3,4.79,1
991,330,3,5.29,14
992,330,1,4.89,7
993,331,3,4.99,9
994,331,1,4.89,12
995,332,3,5.49,5
996,332,3,4.89,6
997,332,3,4.99,16
998,332,2,4.89,11
999,333,2,5.29,13
1000,333,3,4.99,16
1001,333,3,5.49,5
1002,333,2,5.19,8
1003,334,1,5.29,14
1004,334,1,4.89,6
1005,334,3,4.99,10
1006,334,3,5.29,14
1007,334,3,4.99,9
1008,335,3,4.99,16
1009,335,2,4.89,12
1010,336,1,5.29,13
1011,336,1,4.99,3
1012,336,3,4.99,10
1013,336,3,4.89,7
1014,337,3,4.89,6
1015,337,2,4.99,3
1016,338,1,5.29,13
1017,339,3,4.99,10
1018,339,1,4.99,3
1019,339,2,5.49,5
1020,340,1,4.99,10
1021,341,3,4.79,1
1022,341,2,4.89,6
1023,341,3,4.89,11
1024,341,2,4.89,6
1025,342,1,4.79,1
1026,342,2,4.99,16
1027,342,1,4.99,3
1028,343,3,4.89,11
1029,344,3,5.19,4
1030,344,3,4.99,16
1031,344,1,5.49,5
1032,344,3,5.29,13
1033,344,1,5.29,2
1034,345,2,4.79,1
1035,345,1,5.29,2
1036,345,2,4.89,11
1037,345,2,4.89,11
1038,346,2,4.99,3
1039,346,3,5.19,4
1040,346,1,4.89,11
1041,346,1,5.49,5
1042,347,2,4.89,12
1043,348,3,5.19,4
1044,348,1,4.99,16
1045,349,2,4.89,11
1046,350,3,4.89,7
1047,350,2,4.89,11
1048,350,1,4.89,6
1049,351,2,5.09,15
1050,351,2,5.19,8
1051,352,1,4.99,16
1052,353,3,4.99,3
1053,353,1,4.89,12
1054,353,2,5.19,4
1055,353,3,4.99,10
1056,353,1,5.49,5
1057,354,1,5.09,15
1058,354,3,5.49,5
1059,354,2,4.89,6
1060,354,3,4.89,11
1061,354,1,5.19,4
1062,355,2,5.29,13
1063,355,3,5.19,4
1064,355,3,4.99,9
1065,356,3,5.29,2
1066,356,2,5.19,4
1067,357,3,4.89,11
1068,357,1,4.89,11
1069,357,3,4.89,6
1070,357,1,4.99,3
1071,358,3,4.89,12
1072,359,1,4.99,16
1073,359,3,4.89,7
1074,359,3,5.29,13
1075,359,2,5.29,13
1076,359,2,5.29,14
1077,360,2,4.89,7
1078,360,3,4.99,3
1079,360,2,4.99,16
1080,361,1,5.29,14
1081,361,2,4.99,9
1082,361,3,5.19,4
1083,361,2,4.99,9
1084,362,3,5.19,4
1085,362,2,4.99,10
1086,362,1,5.19,8
1087,363,3,5.19,8
1088,363,1,5.09,15
1089,364,3,4.89,12
1090,364,3,5.19,8
1091,364,1,5.19,8
1092,365,1,5.29,13
1093,365,1,5.19,4
1094,366,1,4.99,3
1095,366,1,4.99,3
1096,366,2,5.29,2
1097,366,3,5.29,13
1098,366,2,4.99,10
1099,367,2,4.99,9
1100,367,1,4.89,6
1101,367,2,5.29,14
1102,367,1,4.89,6
1103,368,2,4.99,9
1104,368,2,5.19,4
1105,368,2,4.89,11
1106,368,3,4.89,6
1107,368,2,4.89,6
1108,369,3,4.79,1
1109,369,3,4.99,3
1110,369,3,4.89,12
1111,369,2,4.89,11
1112,369,1,5.19,8
1113,370,2,4.99,16
1114,371,3,5.29,13
1115,371,3,4.99,3
1116,371,1,4.89,12
1117,372,2,5.19,8
1118,373,3,4.89,7
1119,373,2,4.99,10
1120,373,3,4.99,3
1121,373,2,5.29,14
1122,374,3,5.19,8
1123,374,3,5.49,5
1124,374,3,5.19,8
1125,374,3,4.89,11
1126,374,2,5.49,5
1127,375,1,5.29,14
1128,376,1,4.99,3
1129,376,3,5.19,8
1130,376,1,5.29,14
1131,377,3,4.89,7
1132,377,1,4.99,9
1133,377,1,4.99,9
1134,378,1,5.19,8
1135,378,2,4.99,9
1136,378,3,5.29,2
1137,378,3,4.99,10
1138,379,3,5.09,15
1139,379,3,4.99,10
1140,379,3,4.99,10
1141,379,1,4.89,6
1142,379,1,4.89,7
1143,380,1,4.99,16
1144,380,1,4.99,9
1145,381,2,5.29,14
1146,382,3,4.99,16
1147,382,3,5.29,14
1148,382,1,5.19,8
1149,382,2,5.29,14
1150,383,2,5.29,13
